day,scenario,appi,daily_ubi_amount,a_supply_total,a_unclaimed_total,a_decay_burn_total,b_supply_total,b_reserves,b_liabilities,reserve_coverage_ratio,crystallized_a_total,crystallized_b_total,top10_b_share,median_b_balance,gini_b,gini_integrity,virtual_stake_usage_rate,defense_quota_usage_rate,defense_quota_eligible_total
279,dispute_pressure,104.7504,104.7504,1221617.9013,8706.8414,1991041.199,3375.9302,16770.1811,193.4403,86.6944,4427.4828,3229.8189,0.2298,20.3645,0.455,0.1988,0.1495,0.6804,132
280,dispute_pressure,106.7428,106.7428,1221606.9064,10492.0873,2002057.378,3381.9693,16764.1419,221.4032,75.7177,4435.0317,3235.8581,0.2286,20.7522,0.4521,0.2001,0.1487,0.6872,134
281,dispute_pressure,104.7764,104.7764,1225756.2735,7899.8143,2013073.4471,3381.9693,16764.1419,299.341,56.0035,4435.0317,3235.8581,0.2322,20.7522,0.4504,0.1988,0.1472,0.7005,138
282,dispute_pressure,104.6333,104.6333,1227391.783,7762.7392,2024131.0098,3396.9311,16749.1801,216.3146,77.4297,4453.734,3250.8199,0.2307,20.7522,0.4404,0.1969,0.1465,0.702,139
283,dispute_pressure,105.3131,105.3131,1227649.1363,9040.2831,2035204.9277,3419.9411,16726.1701,201.6715,82.9377,4482.4965,3273.8299,0.228,20.3645,0.4438,0.1968,0.1457,0.7085,141
284,dispute_pressure,104.5185,104.5185,1230987.2565,7123.416,2046281.419,3436.9904,16709.1208,286.0853,58.4061,4503.8082,3290.8792,0.2342,19.2759,0.4593,0.1981,0.1457,0.7085,141
285,dispute_pressure,107.3098,107.3098,1231461.8183,8416.1614,2057391.2916,3436.9904,16709.1208,305.8245,54.6363,4503.8082,3290.8792,0.2251,19.2759,0.4513,0.1964,0.145,0.71,142
286,dispute_pressure,107.3347,107.3347,1233696.2358,7924.2864,2068505.9098,3455.5173,16690.5939,300.7902,55.4891,4526.9667,3309.4061,0.231,19.7627,0.4484,0.197,0.1443,0.7164,144
287,dispute_pressure,106.844,106.844,1235818.2958,7486.5493,2079642.8721,3455.5173,16690.5939,236.1164,70.688,4526.9667,3309.4061,0.2318,21.4604,0.4459,0.1969,0.1422,0.7304,149
288,dispute_pressure,104.7088,104.7088,1234875.8405,9818.467,2090801.0551,3455.5173,16690.5939,173.7087,96.0838,4526.9667,3309.4061,0.2413,21.8801,0.4465,0.1973,0.1408,0.733,151
289,dispute_pressure,103.9356,103.9356,1235748.2581,10246.5954,2101949.8135,3473.9211,16672.1901,173.0006,96.3707,4549.9715,3327.8099,0.2423,22.039,0.4385,0.1965,0.1408,0.733,151
290,dispute_pressure,103.7484,103.7484,1237380.5551,9906.6294,2113107.2961,3506.2253,16639.8859,106.5688,156.1421,4590.3517,3360.1141,0.2482,22.039,0.4452,0.1964,0.1408,0.733,151
291,dispute_pressure,103.8303,103.8303,1240127.8179,8427.0772,2124281.1016,3506.2253,16639.8859,129.2383,128.7535,4590.3517,3360.1141,0.2546,21.4604,0.4551,0.1955,0.1401,0.7343,152
292,dispute_pressure,105.2256,105.2256,1241819.0067,8161.678,2135482.3798,3506.2253,16639.8859,159.165,104.5449,4590.3517,3360.1141,0.2542,22.039,0.4463,0.1926,0.1401,0.7343,152
293,dispute_pressure,104.2412,104.2412,1244378.8126,6892.6305,2146700.5699,3506.2253,16639.8859,245.5376,67.7692,4590.3517,3360.1141,0.2556,22.5633,0.4433,0.1918,0.1394,0.7356,153
294,dispute_pressure,105.4092,105.4092,1245919.1874,6728.1416,2157944.358,3544.2647,16601.8465,226.7243,73.2248,4637.901,3398.1535,0.2404,23.9492,0.4348,0.1902,0.1394,0.7356,153
295,dispute_pressure,106.6847,106.6847,1247061.0759,7109.0801,2169203.5499,3544.2647,16601.8465,169.2914,98.0667,4637.901,3398.1535,0.2404,24.76,0.4293,0.1895,0.1381,0.7429,156
296,dispute_pressure,105.4192,105.4192,1248371.8269,7178.0259,2180474.1606,3560.3845,16585.7268,136.0868,121.876,4658.0507,3414.2732,0.238,25.3212,0.4192,0.1883,0.1374,0.7488,158
297,dispute_pressure,103.556,103.556,1249290.1242,7402.7251,2191757.8789,3560.3845,16585.7268,191.6233,86.5538,4658.0507,3414.2732,0.2405,23.4322,0.4247,0.1895,0.1368,0.7547,160
298,dispute_pressure,103.8052,103.8052,1248780.9904,9049.0749,2203050.7801,3560.3845,16585.7268,202.4237,81.9357,4658.0507,3414.2732,0.2452,23.1533,0.4291,0.1896,0.1355,0.7617,163
299,dispute_pressure,102.6857,102.6857,1250683.4273,8158.7969,2214338.59,3567.3622,16578.749,242.4847,68.3703,4680.3719,3421.251,0.2477,22.815,0.439,0.1909,0.1343,0.7731,167
300,dispute_pressure,102.2707,102.2707,1250455.8485,9343.7494,2225645.4243,3567.3622,16578.749,286.2933,57.9083,4680.3719,3421.251,0.247,23.1533,0.4337,0.1897,0.1343,0.7731,167
301,dispute_pressure,103.221,103.221,1250685.8698,10195.6864,2236949.9828,3573.9867,16572.1245,267.1132,62.0416,4688.6525,3427.8755,0.2433,23.0182,0.4337,0.1887,0.1336,0.7788,169
302,dispute_pressure,101.4723,101.4723,1252044.0915,9707.2794,2248256.8415,3573.9867,16572.1245,232.2254,71.3622,4688.6525,3427.8755,0.2403,23.0182,0.4325,0.1861,0.1336,0.7788,169
303,dispute_pressure,102.7986,102.7986,1253327.5966,9432.0414,2259577.2824,3573.9867,16572.1245,240.4009,68.9354,4688.6525,3427.8755,0.2383,23.0182,0.4419,0.1864,0.1336,0.7788,169
304,dispute_pressure,102.628,102.628,1253883.3664,9847.1739,2270910.5584,3595.1968,16550.9145,178.4637,92.7411,4715.165,3449.0855,0.2399,23.4322,0.4439,0.1873,0.1336,0.7788,169
305,dispute_pressure,102.9027,102.9027,1256825.7137,7914.3225,2282249.392,3604.1416,16541.9696,132.3899,124.9489,4726.3461,3458.0304,0.2378,23.4617,0.4398,0.1859,0.1318,0.7864,173
306,dispute_pressure,99.1414,100.8447,1257239.2386,8233.9035,2293617.6492,3605.5669,16540.5443,152.9739,108.1266,4733.4728,3459.4557,0.2407,23.386,0.4429,0.1869,0.1306,0.7973,177
307,dispute_pressure,101.1092,101.1092,1258541.3494,7692.5101,2304990.0416,3605.5669,16540.5443,147.8599,111.8663,4733.4728,3459.4557,0.2404,22.8473,0.4378,0.1889,0.1295,0.8036,180
308,dispute_pressure,101.7802,101.7802,1259013.1337,8023.6632,2316375.4551,3605.5669,16540.5443,198.2367,83.4384,4733.4728,3459.4557,0.2469,21.4642,0.4484,0.1901,0.1295,0.8036,180
309,dispute_pressure,98.0332,99.7446,1260777.3285,6833.5149,2327765.5864,3605.5669,16540.5443,178.873,92.4709,4733.4728,3459.4557,0.2434,21.4642,0.4456,0.1895,0.1295,0.8036,180
310,dispute_pressure,97.1472,97.7497,1260030.1415,7902.8963,2339173.3597,3608.1235,16537.9877,191.5296,86.3469,4738.6498,3462.0123,0.2453,22.0119,0.4491,0.1879,0.1283,0.8142,184
311,dispute_pressure,100.5582,100.5582,1261398.6193,7183.9823,2350573.6611,3628.3446,16517.7666,239.3602,69.008,4763.9262,3482.2334,0.2432,20.8276,0.4427,0.1871,0.1272,0.8202,187
312,dispute_pressure,98.687,98.687,1259297.9344,9713.127,2361987.6473,3628.3446,16517.7666,267.2396,61.8088,4763.9262,3482.2334,0.2365,21.2639,0.4366,0.1869,0.1266,0.8166,187
313,dispute_pressure,98.7635,98.7635,1260220.8181,9197.1507,2373380.6266,3642.037,16504.0742,265.3095,62.2069,4781.0416,3495.9258,0.2406,21.4857,0.4347,0.1859,0.1266,0.8166,187
314,dispute_pressure,99.2118,99.2118,1261300.8148,8620.3621,2384782.8348,3664.4533,16481.6579,226.4145,72.7942,4809.062,3518.3421,0.2405,22.6147,0.4374,0.1846,0.1266,0.8166,187
315,dispute_pressure,96.1198,97.2276,1261804.9489,8331.0663,2396195.843,3664.4533,16481.6579,201.9953,81.5943,4809.062,3518.3421,0.2397,23.6858,0.4264,0.1853,0.1261,0.8217,189
316,dispute_pressure,97.5065,97.5065,1260908.1388,9483.6781,2407613.8925,3698.6657,16447.4455,238.2635,69.0305,4851.8275,3552.5545,0.2413,24.2662,0.4254,0.1851,0.1261,0.8217,189
317,dispute_pressure,96.0996,96.0996,1263065.7247,7448.9585,2419022.9738,3698.6657,16447.4455,255.5567,64.3593,4851.8275,3552.5545,0.2381,24.336,0.4289,0.1859,0.1255,0.8268,191
318,dispute_pressure,96.7052,96.7052,1264574.4927,6091.2899,2430453.6311,3703.0249,16443.0863,235.6445,69.7792,4859.7031,3556.9137,0.238,24.8885,0.4264,0.1852,0.1239,0.8376,196
319,dispute_pressure,94.7801,94.7801,1264198.933,6394.7227,2441899.376,3716.4941,16429.6171,283.7612,57.8995,4876.5397,3570.3829,0.2413,23.809,0.429,0.184,0.1239,0.8376,196
320,dispute_pressure,96.9498,96.9498,1264321.6564,6463.9917,2453341.3653,3734.594,16411.5172,312.5379,52.5105,4899.1645,3588.4828,0.2496,23.566,0.4418,0.1846,0.1234,0.8426,198
321,dispute_pressure,96.31,96.31,1264058.0018,6841.6357,2464784.5819,3734.594,16411.5172,313.6533,52.3237,4899.1645,3588.4828,0.2501,23.1538,0.4514,0.1847,0.1234,0.8426,198
322,dispute_pressure,95.8418,95.8418,1263083.0483,7877.0271,2476225.1619,3734.594,16411.5172,307.5238,53.3667,4899.1645,3588.4828,0.2444,22.3108,0.4539,0.1838,0.1224,0.8481,201
323,dispute_pressure,94.9267,94.9267,1260993.6688,9926.7801,2487655.9924,3748.3121,16397.7991,227.9549,71.9344,4922.0279,3602.2009,0.2463,23.6162,0.4591,0.1839,0.1203,0.8631,208
324,dispute_pressure,93.2946,93.2946,1262876.571,7829.2905,2499065.9291,3748.3121,16397.7991,204.3501,80.2437,4922.0279,3602.2009,0.2446,24.0284,0.4516,0.1833,0.1203,0.8631,208
325,dispute_pressure,96.0619,96.0619,1262788.1033,8004.3619,2510494.6948,3757.9635,16388.1478,209.8382,78.099,4934.0921,3611.8522,0.25,24.7558,0.4558,0.1836,0.1198,0.8636,209
326,dispute_pressure,96.1458,96.1458,1261617.5681,9284.511,2521922.5758,3757.9635,16388.1478,217.1559,75.4672,4934.0921,3611.8522,0.2505,23.6227,0.4563,0.1836,0.1198,0.8636,209
327,dispute_pressure,92.7141,94.2229,1262027.7101,8734.4458,2533338.7515,3775.4038,16370.7074,210.2329,77.8694,4955.8926,3629.2926,0.2454,24.0284,0.4547,0.1822,0.1189,0.8689,212
328,dispute_pressure,93.1719,93.1719,1261212.7166,9290.4931,2544759.0286,3775.4038,16370.7074,133.4472,122.6755,4955.8926,3629.2926,0.2421,24.7729,0.4426,0.181,0.1169,0.8831,219
329,dispute_pressure,93.0155,93.0155,1262264.9067,7943.4256,2556171.1558,3790.8382,16355.273,212.2931,77.041,4975.1856,3644.727,0.243,24.5101,0.4388,0.1808,0.1205,0.8835,220
330,dispute_pressure,95.0299,95.0299,1262546.9637,7642.3116,2567593.8049,3814.949,16331.1622,220.8118,73.9597,5005.3241,3668.8378,0.2359,24.9009,0.4286,0.1809,0.12,0.888,222
331,dispute_pressure,95.7541,95.7541,1263869.5762,6384.7189,2579019.2745,3814.949,16331.1622,236.4154,69.0783,5005.3241,3668.8378,0.2336,26.2528,0.4264,0.1806,0.1195,0.8924,224
332,dispute_pressure,93.6804,93.839,1261666.2139,8400.2413,2590457.9703,3814.949,16331.1622,257.0992,63.5209,5005.3241,3668.8378,0.2388,24.0284,0.445,0.1807,0.119,0.8968,226
333,dispute_pressure,96.1221,96.1221,1262926.8717,7240.8179,2601874.6324,3846.8844,16299.2268,248.0379,65.7126,5045.2434,3700.7732,0.2373,24.7729,0.4436,0.1796,0.1186,0.9012,228
334,dispute_pressure,95.9416,95.9416,1261761.3047,8421.7568,2613303.9011,3849.6268,16296.4844,262.7149,62.0311,5055.0671,3703.5156,0.2423,26.2528,0.4531,0.1793,0.1172,0.9102,233
335,dispute_pressure,95.4254,95.4254,1261902.4212,8314.0774,2624721.5142,3849.6268,16296.4844,311.555,52.3069,5055.0671,3703.5156,0.2433,25.2184,0.4501,0.18,0.1172,0.9102,233
336,dispute_pressure,93.5317,93.5317,1260945.1793,9076.1032,2636140.5384,3870.4458,16275.6655,222.2451,73.233,5081.0908,3724.3345,0.2381,26.3922,0.4467,0.1783,0.1163,0.9186,237
337,dispute_pressure,95.3155,95.3155,1261272.4945,8736.5345,2647549.9902,3901.9136,16244.1977,231.1641,70.2713,5123.4226,3755.8023,0.2374,26.2329,0.4445,0.1786,0.1154,0.9231,240
338,dispute_pressure,94.3834,94.3834,1261563.6982,8328.3577,2658962.7151,3901.9136,16244.1977,177.3316,91.6035,5123.4226,3755.8023,0.2392,26.3922,0.4415,0.178,0.1145,0.9275,243
339,dispute_pressure,95.3515,95.3515,1261840.4954,8078.1038,2670378.3521,3926.1218,16219.9894,178.535,90.8505,5153.6829,3780.0106,0.2402,26.0935,0.4457,0.1783,0.1132,0.9358,248
340,dispute_pressure,94.5474,94.5474,1261300.2539,8526.8863,2681796.757,3931.9035,16214.2077,210.9295,76.8703,5167.4231,3785.7923,0.2416,24.8281,0.4466,0.1777,0.1128,0.9361,249
341,dispute_pressure,94.1234,94.1234,1262694.5709,6981.7224,2693209.7596,3953.4437,16192.6675,192.7818,83.9948,5194.3483,3807.3325,0.2424,24.8281,0.447,0.178,0.1128,0.9361,249
342,dispute_pressure,97.7627,97.7627,1263603.9654,6376.907,2704636.7053,3960.4498,16185.6614,197.7487,81.8496,5213.0917,3814.3386,0.2351,25.4074,0.4339,0.1774,0.1124,0.9401,251
343,dispute_pressure,95.3754,95.8075,1262998.9054,7013.0279,2716072.745,4010.4101,16135.7011,166.8587,96.7028,5275.5421,3864.2989,0.249,24.3826,0.4466,0.1783,0.1124,0.9401,251
344,dispute_pressure,96.3702,96.3702,1261567.047,8567.9726,2727502.734,4010.4101,16135.7011,176.4004,91.472,5275.5421,3864.2989,0.2499,24.1313,0.4534,0.1772,0.1119,0.9403,252
345,dispute_pressure,96.575,96.575,1263748.3455,6560.0072,2738918.4045,4019.4864,16126.6249,179.8347,89.6747,5286.8874,3873.3751,0.2545,24.3826,0.4609,0.1751,0.1111,0.9407,254
346,dispute_pressure,96.1878,96.1878,1264316.0542,6065.0561,2750355.8879,4027.5013,16118.6099,217.578,74.082,5296.9061,3881.3901,0.2584,23.8763,0.465,0.1749,0.1107,0.9446,256
347,dispute_pressure,96.4084,96.4084,1264032.2276,6455.2153,2761799.0485,4045.3219,16100.7893,207.7613,77.4966,5319.1818,3899.2107,0.2587,22.6212,0.4629,0.1737,0.1099,0.9451,258
348,dispute_pressure,98.8392,98.8392,1264218.1774,6668.9184,2773239.3707,4050.021,16096.0903,206.3087,78.0194,5338.6991,3903.9097,0.2588,23.2357,0.4618,0.1733,0.1087,0.9493,262
349,dispute_pressure,100.0658,100.0658,1263385.3937,8038.6768,2784681.5525,4050.021,16096.0903,218.4303,73.6898,5338.6991,3903.9097,0.2595,23.2357,0.4629,0.1732,0.1083,0.9531,264
350,dispute_pressure,98.7396,98.7396,1264412.2836,7419.8709,2796115.4065,4066.6087,16079.5026,195.0032,82.4576,5359.4338,3920.4974,0.2564,24.1313,0.4637,0.173,0.1075,0.9606,268
351,dispute_pressure,99.0524,99.0524,1263734.1021,8516.2485,2807559.5293,4079.2807,16066.8305,250.1565,64.2271,5383.4041,3933.1695,0.2592,24.1313,0.4666,0.1725,0.1068,0.968,272
352,dispute_pressure,98.0864,98.0864,1264700.9443,7882.4375,2818996.8703,4107.7154,16038.3959,262.6325,61.0678,5418.9473,3961.6041,0.2601,23.8763,0.4714,0.1733,0.1056,0.9789,278
353,dispute_pressure,102.388,102.388,1265140.0047,8271.139,2830443.8798,4114.789,16031.3222,309.2464,51.84,5430.7367,3968.6778,0.2628,22.7857,0.4771,0.174,0.1053,0.9825,280
354,dispute_pressure,100.0798,100.3402,1265534.3047,8446.4883,2841895.2798,4114.789,16031.3222,347.035,46.1951,5430.7367,3968.6778,0.2693,22.5353,0.4812,0.1733,0.1049,0.986,282
355,dispute_pressure,102.0321,102.0321,1265444.988,9324.3092,2853350.6229,4123.9188,16022.1924,276.5601,57.9338,5442.1491,3977.8076,0.2689,23.077,0.4716,0.1726,0.1038,0.9965,288
356,dispute_pressure,102.0386,102.0386,1267620.7617,7938.7171,2864805.0727,4123.9188,16022.1924,315.3554,50.8068,5442.1491,3977.8076,0.27,23.077,0.4746,0.1727,0.1038,0.9965,288
357,dispute_pressure,102.1926,102.1926,1267881.5328,8464.8545,2876281.2803,4130.6132,16015.498,254.9148,62.8269,5450.517,3984.502,0.2683,23.8763,0.4724,0.1713,0.1038,0.9965,288
358,dispute_pressure,101.8666,101.8666,1268812.5795,8257.8766,2887760.0957,4130.6132,16015.498,269.9923,59.3183,5450.517,3984.502,0.2673,23.8763,0.4777,0.1714,0.1038,0.9965,288
359,dispute_pressure,102.981,102.981,1270757.5745,7182.4752,2899248.2215,4143.2761,16002.8351,260.7427,61.3741,5471.6219,3997.1649,0.267,24.1313,0.4764,0.1721,0.1034,0.9966,289
360,dispute_pressure,102.9014,102.9014,1271687.662,7092.9813,2910755.7972,4143.2761,16002.8351,208.7106,76.6748,5471.6219,3997.1649,0.2618,24.1313,0.4755,0.172,0.1034,0.9966,289
361,dispute_pressure,104.173,104.173,1272092.7612,7671.7639,2922272.6738,4143.2761,16002.8351,209.9417,76.2251,5471.6219,3997.1649,0.2688,23.3759,0.4867,0.1709,0.1034,0.9966,289
362,dispute_pressure,105.5238,105.5238,1273191.5943,7662.1532,2933793.6014,4143.2761,16002.8351,315.9512,50.6497,5471.6219,3997.1649,0.2732,22.7857,0.4881,0.171,0.1034,0.9966,289
363,dispute_pressure,102.4405,103.4133,1274450.3816,7281.044,2945325.5174,4143.2761,16002.8351,309.0184,51.786,5471.6219,3997.1649,0.2751,22.7857,0.4874,0.1698,0.1034,0.9966,289
364,dispute_pressure,103.113,103.113,1273968.432,8592.053,2956870.0212,4164.1454,15981.9659,179.1134,89.2282,5497.7084,4018.0341,0.2705,24.1313,0.4746,0.1682,0.1031,1.0,291
