day,scenario,appi,daily_ubi_amount,a_supply_total,a_unclaimed_total,a_decay_burn_total,b_supply_total,b_reserves,b_liabilities,reserve_coverage_ratio,crystallized_a_total,crystallized_b_total,top10_b_share,median_b_balance,gini_b,gini_integrity,virtual_stake_usage_rate,defense_quota_usage_rate,defense_quota_eligible_total
274,inequality_pressure,103.6399,103.6399,1486294.8717,11623.6315,2269272.4214,7061.4895,13421.7094,218.3519,61.4683,8443.4931,6578.2906,0.1736,42.5902,0.406,0.3066,0.0617,1.1358,92
275,inequality_pressure,106.0047,106.0047,1488565.8921,11873.0284,2282635.3701,7061.4895,13421.7094,348.8426,38.475,8443.4931,6578.2906,0.1766,40.713,0.4121,0.3059,0.0617,1.1358,92
276,inequality_pressure,105.2717,105.2717,1492506.5611,10304.7737,2296021.029,7110.3594,13372.8395,324.4985,41.2108,8504.5804,6627.1605,0.1792,40.1919,0.4224,0.3058,0.0617,1.1358,92
277,inequality_pressure,104.551,104.551,1491653.5106,13415.4042,2309446.0946,7136.5089,13346.69,325.7249,40.9753,8537.2673,6653.31,0.1805,38.111,0.425,0.3046,0.0617,1.1358,92
278,inequality_pressure,106.6121,106.6121,1493533.6554,14059.804,2322862.6297,7150.3859,13332.813,307.746,43.3241,8554.6136,6667.187,0.1808,39.5453,0.4267,0.3037,0.0617,1.1358,92
279,inequality_pressure,106.2144,106.2144,1496184.8415,13880.838,2336297.9663,7150.3859,13332.813,312.9762,42.6001,8554.6136,6667.187,0.1806,38.789,0.429,0.3028,0.061,1.1463,94
280,inequality_pressure,103.8834,104.0901,1497796.5384,14377.5521,2349759.8147,7169.6961,13313.5028,363.7487,36.6008,8578.7513,6686.4972,0.1825,38.789,0.4299,0.3016,0.061,1.1463,94
281,inequality_pressure,105.2791,105.2791,1500355.761,14091.2805,2363237.7801,7222.4812,13260.7177,220.125,60.2418,8644.7326,6739.2823,0.1844,38.789,0.4281,0.3008,0.061,1.1463,94
282,inequality_pressure,106.825,106.825,1505761.085,11148.9083,2376741.3377,7271.389,13211.8099,220.9691,59.7903,8705.8674,6788.1901,0.1833,38.789,0.4262,0.3008,0.061,1.1463,94
283,inequality_pressure,105.3347,105.3347,1506643.9768,12468.3637,2390298.9485,7285.1864,13198.0125,334.8493,39.4148,8723.1142,6801.9875,0.1854,37.159,0.431,0.3007,0.061,1.1463,94
284,inequality_pressure,105.5955,105.5955,1509360.3137,11934.6682,2403865.3883,7313.7979,13169.401,328.8479,40.0471,8758.8786,6830.599,0.1833,38.2918,0.4193,0.3003,0.061,1.1463,94
285,inequality_pressure,107.4276,107.4276,1511159.2527,12583.0514,2417458.9914,7345.2118,13137.9871,347.7853,37.7761,8810.3226,6862.0129,0.1826,39.3307,0.4187,0.2987,0.0602,1.1325,94
286,inequality_pressure,106.0997,106.0997,1512752.2371,13293.4349,2431070.584,7447.7854,13035.4135,187.2591,69.6116,8938.5395,6964.5865,0.181,41.139,0.4157,0.2972,0.0602,1.1325,94
287,inequality_pressure,104.0006,104.0006,1517628.184,10372.9145,2444698.1063,7468.2883,13014.9106,227.1117,57.3062,8964.1681,6985.0894,0.1804,40.9175,0.4145,0.2961,0.0602,1.1325,94
288,inequality_pressure,105.9823,105.9823,1518583.5882,11608.4862,2458374.3882,7484.2083,12998.9906,248.2163,52.3696,8984.0681,7001.0094,0.1809,40.9175,0.4104,0.2944,0.0595,1.131,95
289,inequality_pressure,105.3396,105.3396,1521923.5901,10326.4709,2472060.2241,7497.9158,12985.2831,242.8355,53.4736,9001.2025,7014.7169,0.1813,40.9175,0.4054,0.2941,0.0595,1.131,95
290,inequality_pressure,105.0433,105.0433,1519849.4222,14410.1808,2485779.46,7521.8974,12961.3015,222.9626,58.1322,9031.1795,7038.6985,0.1803,42.051,0.402,0.2923,0.0595,1.131,95
291,inequality_pressure,104.1747,104.1747,1523281.6147,12878.9804,2499477.9542,7521.8974,12961.3015,234.7556,55.2119,9031.1795,7038.6985,0.1812,40.9175,0.4003,0.292,0.0595,1.131,95
292,inequality_pressure,105.7368,105.7368,1526050.4851,12208.1634,2513210.7703,7543.6109,12939.588,264.5088,48.9193,9058.3214,7060.412,0.1817,40.5724,0.404,0.2903,0.0595,1.131,95
293,inequality_pressure,103.4093,103.622,1526057.1146,13984.3321,2526971.2752,7613.5681,12869.6308,298.4075,43.1277,9145.7679,7130.3692,0.1761,40.5104,0.4015,0.2896,0.0595,1.131,95
294,inequality_pressure,103.6462,103.6462,1528800.6944,12992.8998,2540731.8463,7631.3388,12851.8601,298.1128,43.1107,9167.9813,7148.1399,0.1785,40.5724,0.4002,0.2902,0.0588,1.1412,97
295,inequality_pressure,106.4762,106.4762,1528580.508,15372.7005,2554519.8533,7631.3388,12851.8601,247.3185,51.9648,9167.9813,7148.1399,0.1784,40.7627,0.4006,0.2893,0.0588,1.1412,97
296,inequality_pressure,104.4112,104.4112,1531402.2582,14365.2544,2568305.6584,7651.6692,12831.5297,292.8919,43.8098,9193.3943,7168.4703,0.1793,40.5724,0.4039,0.2895,0.0588,1.1412,97
297,inequality_pressure,105.7063,105.7063,1532321.3925,15475.8544,2582119.6809,7698.0069,12785.192,234.9561,54.4152,9255.9205,7214.808,0.1786,40.7627,0.4036,0.2891,0.0581,1.1512,99
298,inequality_pressure,103.5221,103.5922,1535601.8233,13888.7669,2595942.8949,7715.5866,12767.6123,224.7076,56.8188,9277.8952,7232.3877,0.1784,42.2665,0.4014,0.2884,0.0581,1.1512,99
299,inequality_pressure,104.433,104.433,1534407.4955,16812.6957,2609798.9131,7787.7472,12695.4516,130.8328,97.0357,9368.096,7304.5484,0.1748,45.0446,0.3924,0.2887,0.0581,1.1512,99
300,inequality_pressure,101.2005,102.3443,1536639.6979,16017.0469,2623642.988,7808.2153,12674.9836,171.2756,74.0034,9393.6811,7325.0164,0.1761,43.5838,0.3945,0.2882,0.0581,1.1512,99
301,inequality_pressure,102.1701,102.1701,1538972.6554,15102.4151,2637509.385,7847.5145,12635.6844,186.7492,67.6612,9442.805,7364.3156,0.1754,46.4449,0.3917,0.2877,0.0581,1.1512,99
302,inequality_pressure,103.3162,103.3162,1537511.1963,18137.0446,2651399.1116,7900.1271,12583.0717,143.4572,87.7131,9517.3757,7416.9283,0.174,46.4449,0.3851,0.2876,0.0575,1.1609,101
303,inequality_pressure,100.6859,101.2499,1541296.9256,15623.9098,2665274.2235,7932.5237,12550.6752,154.0792,81.456,9557.8713,7449.3248,0.1739,43.5838,0.384,0.2868,0.0575,1.1609,101
304,inequality_pressure,100.0452,100.0452,1544541.3369,13431.6704,2679187.1928,7941.6259,12541.573,218.3918,57.4269,9569.2491,7458.427,0.1745,43.0043,0.3805,0.2856,0.0575,1.1609,101
305,inequality_pressure,101.2973,101.2973,1546707.1222,12437.8653,2693132.6062,7956.3125,12526.8864,231.7885,54.0445,9587.6073,7473.1136,0.1735,43.2553,0.3783,0.285,0.0575,1.1609,101
306,inequality_pressure,101.9088,101.9088,1547415.6362,12998.3141,2707099.6774,8041.228,12441.9708,126.8815,98.0598,9713.9839,7558.0292,0.1738,43.7277,0.3764,0.2845,0.0562,1.1798,105
307,inequality_pressure,101.5503,101.5503,1548883.8181,12693.9043,2721073.8338,8079.1086,12404.0903,222.6071,55.7219,9761.3345,7595.9097,0.1688,43.8423,0.3731,0.2839,0.0562,1.1798,105
308,inequality_pressure,97.9896,99.5193,1552355.6963,10133.8782,2735062.6719,8090.7404,12392.4584,235.6514,52.5881,9775.8744,7607.5416,0.1698,44.898,0.3734,0.2832,0.0556,1.1889,107
309,inequality_pressure,99.761,99.761,1553238.4904,10191.6732,2749086.2289,8137.7196,12345.4793,238.1843,51.8316,9834.5983,7654.5207,0.1699,43.9156,0.3688,0.2825,0.0556,1.1889,107
310,inequality_pressure,99.0623,99.0623,1553127.2617,11026.5419,2763118.6138,8151.1686,12332.0303,273.2336,45.1337,9855.8319,7667.9697,0.169,46.735,0.3696,0.2807,0.0543,1.1739,108
311,inequality_pressure,96.9465,97.0811,1553799.6689,10874.6712,2777149.8864,8196.4118,12286.7871,278.286,44.1516,9912.3859,7713.2129,0.1707,46.7939,0.3733,0.2801,0.0543,1.1739,108
312,inequality_pressure,99.4863,99.4863,1555078.7763,10466.3341,2791187.8831,8211.0677,12272.1312,329.2737,37.2703,9930.7058,7727.8688,0.1726,46.2826,0.3694,0.2796,0.0538,1.1828,110
313,inequality_pressure,97.2179,97.4966,1555241.7984,10877.0146,2805238.6709,8247.7303,12235.4685,243.8599,50.1742,9976.5341,7764.5315,0.1767,48.0716,0.3746,0.2794,0.0538,1.1828,110
314,inequality_pressure,95.6979,95.6979,1554793.1677,11605.2495,2819291.0889,8260.4023,12222.7966,254.1758,48.088,9992.374,7777.2034,0.1765,48.0716,0.3809,0.2799,0.0532,1.1915,112
315,inequality_pressure,98.8487,98.8487,1554691.9274,12433.6246,2833339.0205,8288.266,12194.9329,294.1368,41.4601,10027.2037,7805.0671,0.1798,45.6084,0.3902,0.2796,0.0532,1.1915,112
316,inequality_pressure,95.5618,96.8717,1556745.7042,10810.9364,2847385.9398,8294.0636,12189.1352,305.3892,39.9134,10034.4507,7810.8648,0.1798,45.4831,0.3952,0.2795,0.0532,1.1915,112
317,inequality_pressure,97.2389,97.2389,1556378.0901,11674.3683,2861453.3968,8318.8044,12164.3945,271.2986,44.8377,10065.3767,7835.6055,0.1816,46.9849,0.3984,0.2794,0.0526,1.2,114
318,inequality_pressure,97.937,97.937,1560085.5619,8497.9777,2875517.1777,8364.2669,12118.932,289.4504,41.8688,10122.2048,7881.068,0.1833,47.7483,0.3949,0.2797,0.0526,1.2,114
319,inequality_pressure,95.2778,95.9783,1558331.9085,10529.1763,2889618.0334,8402.4224,12080.7765,296.118,40.7972,10169.8992,7919.2235,0.1836,48.8107,0.3884,0.2784,0.0521,1.2083,116
320,inequality_pressure,94.8493,94.8493,1557631.7362,11287.2341,2903701.3525,8438.9693,12044.2296,366.9405,32.8234,10215.5828,7955.7704,0.1836,47.7483,0.3927,0.2783,0.0521,1.2083,116
321,inequality_pressure,94.9157,94.9157,1560003.0237,9052.8797,2917777.6698,8482.6893,12000.5096,362.3956,33.1144,10270.2328,7999.4904,0.1833,47.7483,0.393,0.2769,0.0515,1.2062,117
322,inequality_pressure,93.8055,93.8055,1558812.8502,10186.3741,2931877.7,8536.3993,11946.7996,301.9802,39.5615,10337.3703,8053.2004,0.1815,49.23,0.3966,0.2758,0.051,1.2143,119
323,inequality_pressure,92.9859,92.9859,1558974.0561,9825.5774,2945965.8286,8587.6795,11895.5194,317.3006,37.4897,10401.4706,8104.4806,0.1802,49.23,0.3956,0.2751,0.0505,1.2222,121
324,inequality_pressure,95.0978,95.0978,1558319.9661,10586.3147,2960055.5691,8612.7619,11870.437,275.8586,43.0309,10432.8235,8129.563,0.1815,48.6107,0.402,0.2756,0.0505,1.2222,121
325,inequality_pressure,93.2411,93.2411,1558617.0783,10131.9196,2974138.7688,8665.2948,11817.9041,234.2064,50.4594,10498.4897,8182.0959,0.181,50.2535,0.4004,0.275,0.0505,1.2222,121
326,inequality_pressure,94.683,94.683,1558961.5869,9813.1813,2988224.9396,8685.3413,11797.8575,303.4334,38.8812,10523.5479,8202.1425,0.1809,50.2535,0.4008,0.2739,0.05,1.23,123
327,inequality_pressure,93.0937,93.0937,1557258.425,11324.8599,3002314.5554,8742.8725,11740.3264,245.4798,47.826,10595.4618,8259.6736,0.1794,51.9183,0.3979,0.2729,0.05,1.23,123
328,inequality_pressure,92.9932,92.9932,1556663.1291,11751.7018,3016387.1397,8768.9544,11714.2445,345.8659,33.8693,10628.0642,8285.7555,0.1791,47.7577,0.3961,0.2717,0.05,1.23,123
329,inequality_pressure,93.9012,93.9012,1555475.6458,12920.1173,3030453.771,8832.4719,11650.727,351.6321,33.1333,10717.3189,8349.273,0.178,49.2723,0.4034,0.2716,0.049,1.2451,127
330,inequality_pressure,93.9527,93.9527,1556114.3687,12288.8158,3044508.5274,8901.5163,11581.6826,316.9913,36.5363,10803.6244,8418.3174,0.1792,48.3039,0.4033,0.2711,0.049,1.2451,127
331,inequality_pressure,92.831,92.831,1555451.4093,12787.531,3058569.6711,8934.8772,11548.3216,221.7519,52.0777,10845.3256,8451.6784,0.1821,50.0335,0.4034,0.2701,0.049,1.2451,127
332,inequality_pressure,92.186,92.186,1554906.8322,13079.6227,3072624.1852,8960.7547,11522.4441,235.3734,48.9539,10888.4502,8477.5559,0.1805,51.993,0.3992,0.2697,0.0485,1.2524,129
333,inequality_pressure,94.3289,94.3289,1556203.885,11882.8332,3086673.2535,8966.9305,11516.2684,245.8398,46.8446,10896.1699,8483.7316,0.1794,53.2698,0.4033,0.2693,0.0485,1.2524,129
334,inequality_pressure,92.9575,92.9575,1556287.6498,11652.9509,3100735.2924,8989.135,11494.0638,245.2552,46.8657,10923.9256,8505.9362,0.1786,54.9491,0.4018,0.2687,0.0481,1.2596,131
335,inequality_pressure,96.1241,96.1241,1558742.0166,9497.6234,3114798.1689,9009.8258,11473.3731,254.4625,45.0887,10949.789,8526.6269,0.1785,54.9491,0.4003,0.2681,0.0481,1.2596,131
336,inequality_pressure,93.6681,94.2016,1556335.229,11914.4679,3128885.589,9030.4926,11452.7063,243.681,46.9988,10975.6226,8547.2937,0.1779,57.5192,0.3988,0.2675,0.0476,1.2667,133
337,inequality_pressure,95.1607,95.1607,1556159.8354,12236.0382,3142948.9413,9094.0506,11389.1483,229.4594,49.6347,11055.07,8610.8517,0.1802,57.8289,0.4016,0.2669,0.0467,1.2804,137
338,inequality_pressure,93.9488,93.9488,1556727.5038,11699.0939,3157010.5397,9094.0506,11389.1483,267.118,42.6371,11055.07,8610.8517,0.1809,56.0109,0.4014,0.2664,0.0467,1.2804,137
339,inequality_pressure,95.4734,95.4734,1558858.5508,9785.8813,3171077.8147,9121.9442,11361.2547,255.2121,44.5169,11089.9371,8638.7453,0.1804,54.9491,0.4001,0.2646,0.0467,1.2804,137
340,inequality_pressure,96.2305,96.2305,1557804.5297,11185.895,3185166.4002,9163.2652,11319.9337,220.6412,51.3047,11141.5883,8680.0663,0.181,53.1778,0.3982,0.264,0.0463,1.287,139
341,inequality_pressure,94.8507,94.8507,1560168.7758,8949.9772,3199244.4455,9163.2652,11319.9337,205.0187,55.2141,11141.5883,8680.0663,0.1803,52.828,0.3943,0.2644,0.0463,1.287,139
342,inequality_pressure,98.0569,98.0569,1557865.7204,11820.0426,3213346.1333,9163.2652,11319.9337,237.7391,47.6149,11141.5883,8680.0663,0.1775,53.9504,0.3909,0.2634,0.0463,1.287,139
343,inequality_pressure,95.5948,96.0957,1558761.3071,11193.4591,3227424.7905,9200.9043,11282.2945,318.6659,35.4048,11188.6372,8717.7055,0.18,52.828,0.4002,0.2621,0.0463,1.287,139
344,inequality_pressure,98.2591,98.2591,1558162.7565,12379.0285,3241512.4036,9213.8206,11269.3783,411.714,27.3719,11204.7825,8730.6217,0.1832,52.828,0.4039,0.2619,0.0463,1.287,139
345,inequality_pressure,98.1747,98.1747,1560056.7531,11069.1731,3255594.0311,9241.7851,11241.4138,423.8579,26.5217,11239.7381,8758.5862,0.1834,51.6723,0.4047,0.2608,0.0463,1.287,139
346,inequality_pressure,95.6115,96.2112,1560102.725,11335.5499,3269694.5987,9292.1918,11191.0071,467.2806,23.9492,11307.4391,8808.9929,0.1844,52.3556,0.4089,0.2606,0.0455,1.3,143
347,inequality_pressure,96.1501,96.1501,1562793.9212,8965.8443,3283795.6259,9331.3078,11151.8911,355.4102,31.3775,11356.3341,8848.1089,0.1864,53.0546,0.4124,0.2605,0.0455,1.3,143
348,inequality_pressure,99.8898,99.8898,1562839.2731,9759.4929,3297923.5651,9347.9344,11135.2645,310.453,35.8678,11377.1173,8864.7355,0.1875,53.8583,0.4177,0.2592,0.045,1.3063,145
349,inequality_pressure,98.1119,98.1119,1562128.3953,11017.3487,3312051.9578,9369.1359,11114.063,278.4652,39.9119,11403.6192,8885.937,0.1861,53.8583,0.4157,0.2594,0.045,1.3063,145
350,inequality_pressure,97.617,97.617,1561986.4263,11653.3765,3326173.2418,9384.0327,11099.1661,256.778,43.2247,11422.2403,8900.8339,0.1862,53.3867,0.4065,0.2589,0.0442,1.3186,149
351,inequality_pressure,99.6957,99.6957,1562848.1659,11571.5954,3340293.1061,9395.716,11087.4829,382.5465,28.9834,11436.8444,8912.5171,0.1842,53.3867,0.4072,0.258,0.0442,1.3186,149
352,inequality_pressure,101.952,101.952,1562702.4348,12881.6391,3354421.5877,9460.2722,11022.9266,321.4596,34.2902,11517.5397,8977.0734,0.1831,55.7685,0.4016,0.2579,0.0442,1.3186,149
353,inequality_pressure,101.4372,101.4372,1563111.7184,13546.0168,3368548.6121,9460.2722,11022.9266,270.0885,40.8123,11517.5397,8977.0734,0.1802,56.4356,0.3955,0.2581,0.0442,1.3186,149
354,inequality_pressure,99.5776,99.5776,1565510.7547,11922.9144,3382679.7293,9488.2305,10994.9684,347.0719,31.6792,11552.4875,9005.0316,0.1841,55.7936,0.3979,0.2575,0.0435,1.3304,153
355,inequality_pressure,102.9366,102.9366,1565878.7563,12819.9343,3396834.8368,9499.4336,10983.7652,411.3775,26.7,11566.4914,9016.2348,0.1851,55.6314,0.3968,0.2565,0.0435,1.3304,153
356,inequality_pressure,100.0196,100.8778,1566068.2863,13582.3153,3410993.6244,9516.4357,10966.7631,376.7007,29.1127,11587.744,9033.2369,0.1837,56.2364,0.3939,0.2552,0.0427,1.3419,157
357,inequality_pressure,104.0597,104.0597,1566015.6315,15013.9332,3425154.3072,9540.1111,10943.0878,285.3222,38.3534,11617.3382,9056.9122,0.1867,56.8645,0.3925,0.2552,0.0427,1.3419,157
358,inequality_pressure,104.1501,104.1501,1568066.5976,14397.3073,3439314.4635,9556.3558,10926.8431,342.0806,31.9423,11637.6441,9073.1569,0.1872,56.8645,0.3951,0.2547,0.0427,1.3419,157
359,inequality_pressure,103.0128,103.0128,1569996.496,13738.6636,3453495.1295,9575.7118,10907.4871,351.4708,31.0338,11661.8391,9092.5129,0.1874,56.8645,0.3924,0.2537,0.0424,1.339,158
360,inequality_pressure,102.0037,102.0037,1574119.1153,10673.6707,3467695.0945,9620.5978,10862.6011,314.7923,34.5072,11717.9466,9137.3989,0.1885,56.9815,0.3946,0.253,0.042,1.3445,160
361,inequality_pressure,101.979,101.979,1575139.7923,10626.5416,3481936.2856,9642.6247,10840.5742,325.599,33.2942,11745.4802,9159.4258,0.1886,55.768,0.3964,0.2528,0.0417,1.35,162
362,inequality_pressure,102.3998,102.3998,1574509.3325,12276.5389,3496187.6836,9642.6247,10840.5742,402.508,26.9326,11745.4802,9159.4258,0.187,55.7455,0.3919,0.2525,0.041,1.3607,166
363,inequality_pressure,104.5683,104.5683,1577105.2581,11097.7267,3510432.7769,9695.4508,10787.748,392.7874,27.4646,11815.051,9212.252,0.1865,51.9694,0.3961,0.2519,0.0407,1.3659,168
364,inequality_pressure,103.5772,103.5772,1578138.2571,11303.6944,3524703.8295,9819.9486,10663.2503,255.9015,41.6694,11970.6732,9336.7497,0.1913,51.9694,0.3971,0.2506,0.0407,1.3659,168
