day,scenario,appi,daily_ubi_amount,a_supply_total,a_unclaimed_total,a_decay_burn_total,b_supply_total,b_reserves,b_liabilities,reserve_coverage_ratio,crystallized_a_total,crystallized_b_total,top10_b_share,median_b_balance,gini_b,gini_integrity,virtual_stake_usage_rate,defense_quota_usage_rate,defense_quota_uptake_rate,defense_quota_eligible_total
345,appi_shock,187.0885,187.0885,2182395.2597,11373.6355,4766335.2457,11003.424,9142.6872,410.1471,22.2912,13911.1924,10857.3128,0.2426,78.4103,0.4032,0.1504,0.0333,0.54,1.0,81
346,appi_shock,183.1368,183.3468,2181629.2193,12537.3237,4787009.1983,11003.424,9142.6872,370.5938,24.6704,13911.1924,10857.3128,0.2415,79.0743,0.4021,0.1488,0.0329,0.5461,1.0,83
347,appi_shock,182.5088,182.5088,2183240.7653,11178.5068,4807675.4905,11028.8956,9117.2156,443.8852,20.5396,13943.0319,10882.7844,0.2419,79.0743,0.408,0.1482,0.0329,0.5461,1.0,83
348,appi_shock,190.0365,190.0365,2187829.681,7717.8942,4828357.8981,11106.0875,9040.0237,408.0519,22.1541,14039.5218,10959.9763,0.245,77.6273,0.4105,0.1479,0.0329,0.5461,1.0,83
349,appi_shock,190.9534,190.9534,2188553.4796,8178.2468,4849086.1949,11136.2081,9009.9031,456.6376,19.731,14077.1725,10990.0969,0.2346,78.4392,0.3887,0.1464,0.0329,0.5461,1.0,83
350,appi_shock,184.9593,187.1343,2188269.5215,9200.4265,4869821.7297,11136.2081,9009.9031,438.5551,20.5445,14077.1725,10990.0969,0.2337,78.4103,0.3881,0.1465,0.0329,0.5461,1.0,83
351,appi_shock,188.2025,188.2025,2186913.4618,11467.0814,4890554.4249,11173.9592,8972.152,477.5254,18.7888,14124.3614,11027.848,0.2381,77.0559,0.4013,0.1471,0.0325,0.5519,1.0,85
352,appi_shock,187.8331,187.8331,2185408.7329,13715.7104,4911273.5595,11173.9592,8972.152,518.7454,17.2959,14124.3614,11027.848,0.2357,78.4103,0.3896,0.1469,0.0321,0.5513,1.0,86
353,appi_shock,194.6582,194.6582,2186698.1211,13999.7004,4931977.6469,11241.0554,8905.0559,383.5703,23.2162,14208.2316,11094.9441,0.2333,81.6646,0.3787,0.1442,0.0321,0.5513,1.0,86
354,appi_shock,188.6211,190.7651,2192100.1301,9751.6892,4952694.6281,11298.534,8847.5772,433.0761,20.4296,14280.0799,11152.4228,0.2344,81.6646,0.382,0.1441,0.0321,0.5513,1.0,86
355,appi_shock,189.7106,189.7106,2192221.5437,10646.481,4973465.6294,11365.5402,8780.5711,404.8065,21.6908,14363.8376,11219.4289,0.2404,78.4392,0.3901,0.1451,0.0321,0.5513,1.0,86
356,appi_shock,191.9718,191.9718,2193067.7521,11104.8181,4994237.8448,11408.0696,8738.0416,404.2106,21.6175,14416.9994,11261.9584,0.2333,84.8467,0.3839,0.1447,0.0316,0.557,1.0,88
357,appi_shock,191.8523,191.8523,2194146.9526,11307.9578,5015018.5223,11408.0696,8738.0416,311.014,28.0953,14416.9994,11261.9584,0.2314,81.9718,0.3875,0.1445,0.0316,0.557,1.0,88
358,appi_shock,191.2466,191.2466,2191923.15,14733.6492,5035809.9919,11443.1404,8702.9709,342.9909,25.3738,14460.8378,11297.0291,0.2364,81.9718,0.4001,0.1449,0.0316,0.557,1.0,88
359,appi_shock,197.5939,197.5939,2194701.6799,13857.6297,5056579.2234,11485.3259,8660.7854,351.8752,24.6132,14513.5697,11339.2146,0.2361,81.9718,0.3979,0.1427,0.0312,0.5625,1.0,90
360,appi_shock,194.8558,194.8558,2195745.4882,14425.2261,5077376.2402,11485.3259,8660.7854,328.0018,26.4047,14513.5697,11339.2146,0.2371,84.9413,0.397,0.1433,0.0312,0.5625,1.0,90
361,appi_shock,195.9414,195.9414,2199178.2165,12718.2991,5098183.6951,11485.3259,8660.7854,444.108,19.5015,14513.5697,11339.2146,0.2417,78.4392,0.4,0.1433,0.0309,0.5679,1.0,92
362,appi_shock,200.9935,200.9935,2200796.0844,13353.2938,5119025.4772,11485.3259,8660.7854,494.5346,17.513,14513.5697,11339.2146,0.2439,77.2893,0.4026,0.1432,0.0309,0.5679,1.0,92
363,appi_shock,200.4653,200.4653,2198284.8396,18003.1835,5139883.4381,11501.0097,8645.1015,641.8865,13.4683,14533.1745,11354.8985,0.2446,76.8187,0.4064,0.1423,0.0305,0.5732,1.0,94
364,appi_shock,199.2918,199.2918,2200797.5721,17576.1553,5160716.2865,11542.2584,8603.8529,683.7375,12.5836,14584.7353,11396.1471,0.2543,76.3201,0.4167,0.1421,0.0301,0.5783,1.0,96
